id,num_orders
1028232,207.2832722579842
1127204,207.2832722579842
1212707,207.2832722579842
1082698,203.66514560967687
1400926,203.66514560967687
1284113,233.2981886259443
1197966,233.2981886259443
1132739,233.2981886259443
1057981,210.36726253843335
1095932,210.36726253843335
1454421,210.36726253843335
1149765,220.72003603486138
1166964,220.72003603486138
1010949,220.72003603486138
1409575,321.73426680555707
1181616,207.2832722579842
1456020,313.87194606477925
1264395,313.87194606477925
1472931,313.87194606477925
1412015,207.2832722579842
1461229,207.2832722579842
1014564,207.2832722579842
1485914,239.46702670467613
1345389,239.46702670467613
1006833,239.46702670467613
1174921,210.36726253843335
1175393,210.36726253843335
1152412,207.2832722579842
1497398,207.2832722579842
1363486,203.66514560967687
1366766,203.66514560967687
1192413,203.66514560967687
1319547,233.99253083842663
1337684,233.99253083842663
1479766,233.99253083842663
1460444,323.39075639249006
1139730,208.80196602668383
1115056,208.80196602668383
1335827,205.08542239693855
1385333,234.43222019409436
1096323,234.43222019409436
1230693,234.43222019409436
1027016,211.778510652553
1181520,211.778510652553
1306234,211.778510652553
1271440,222.072627703119
1269834,222.072627703119
1176823,222.072627703119
1193098,211.778510652553
1034878,211.778510652553
1010243,208.80196602668383
1451807,208.80196602668383
1016845,208.80196602668383
1198021,336.97201292199424
1413802,227.1939177156487
1231223,227.1939177156487
1274226,314.7053770127102
1425142,314.7053770127102
1211593,314.7053770127102
1419190,205.08542239693855
1180223,205.08542239693855
1194932,208.80196602668383
1323477,208.80196602668383
1371595,208.80196602668383
1171521,206.44773382826475
1052384,206.44773382826475
1060921,206.44773382826475
1261811,240.86125833814145
1246502,240.86125833814145
1497466,240.86125833814145
1232717,211.778510652553
1136112,211.778510652553
1196334,323.39075639249006
1349533,208.80196602668383
1463406,208.80196602668383
1447686,205.08542239693855
1336105,205.08542239693855
1012855,235.0673996251186
1180646,235.0673996251186
1062490,235.0673996251186
1098228,209.70304535172517
1101375,209.70304535172517
1400016,209.70304535172517
1439889,205.98650172197986
1408468,205.98650172197986
1044490,205.98650172197986
1290002,235.34190598059018
1190633,235.34190598059018
1040430,235.34190598059018
1049366,212.67958997759433
1224120,212.67958997759433
1293810,212.67958997759433
1197335,222.24645142507242
1323989,222.24645142507242
1129467,222.24645142507242
1229328,212.67958997759433
1164395,212.67958997759433
1217722,209.70304535172517
1171266,209.70304535172517
1024905,324.2923527218575
1343027,337.8885960299994
1141892,228.08695299562837
1302404,228.08695299562837
1170447,315.83822106689666
1140772,315.83822106689666
1103484,315.83822106689666
1387134,205.98650172197986
1117711,205.98650172197986
1472121,205.98650172197986
1289523,209.70304535172517
1091114,209.70304535172517
1043572,209.70304535172517
1103283,321.9441158270809
1265051,321.9441158270809
1168741,321.9441158270809
1052776,241.779354143837
1206564,241.779354143837
1302153,241.779354143837
1083754,212.67958997759433
1097952,212.67958997759433
1251605,212.67958997759433
1333032,324.2923527218575
